?class	?labels	?synonyms	?definitions
<https://mdatahub.org/data/meo/MEO_0002210>	"avian food product"		
<https://mdatahub.org/data/meo/MEO_0002212>	"plant derived beverage"		
<https://mdatahub.org/data/meo/MEO_0002215>	"marine ultramafic hydrothermal vent"		
<https://mdatahub.org/data/meo/MEO_0002216>	"marine basaltic hydrothermal vent"		
<https://mdatahub.org/data/meo/MEO_0002217>	"marine Taylor column"		
<https://mdatahub.org/data/meo/MEO_0002218>	"permanent marine thermocline"		
<https://mdatahub.org/data/meo/MEO_0002219>	"seasonal marine thermocline"		
<https://mdatahub.org/data/meo/MEO_0002220>	"polymetallic nodule"		
<https://mdatahub.org/data/meo/MEO_0002221>	"nitrate-reducing sediment"		
<https://mdatahub.org/data/meo/MEO_0002222>	"animal carcass fall"		
<https://mdatahub.org/data/meo/MEO_0002223>	"manganese-reducing sediment"		
<https://mdatahub.org/data/meo/MEO_0002224>	"iron-reducing sediment"		
<https://mdatahub.org/data/meo/MEO_0002225>	"sulphate-reducing sediment"		
<https://mdatahub.org/data/meo/MEO_0002226>	"carbon dioxide-reducing sediment"		
<https://mdatahub.org/data/meo/MEO_0002227>	"photophore"		
<https://mdatahub.org/data/meo/MEO_0002228>	"trophosome"		
<https://mdatahub.org/data/meo/MEO_0002229>	"indeterminate root nodule active meristem"		
<https://mdatahub.org/data/meo/MEO_0002230>	"indeterminate root nodule infection zone"		
<https://mdatahub.org/data/meo/MEO_0002231>	"indeterminate root nodule nitrogen fixation zone"		
<https://mdatahub.org/data/meo/MEO_0002232>	"indeterminate root nodule senescent zone"		
<https://mdatahub.org/data/meo/MEO_0002233>	"mediterranean shrubland"		
<https://mdatahub.org/data/meo/MEO_0002234>	"mediterranean grassland"		
<https://mdatahub.org/data/meo/MEO_0002235>	"subtropical dry broadleaf forest"		
<https://mdatahub.org/data/meo/MEO_0002236>	"subtropical moist broadleaf forest"		
<https://mdatahub.org/data/meo/MEO_0002237>	"tropical dry broadleaf forest"		
<https://mdatahub.org/data/meo/MEO_0002238>	"tropical moist broadleaf forest"		
<https://mdatahub.org/data/meo/MEO_0002239>	"juniper woodland"		
<https://mdatahub.org/data/meo/MEO_0002240>	"pinyon juniper woodland"		
<https://mdatahub.org/data/meo/MEO_0002241>	"white smoker"		
<https://mdatahub.org/data/meo/MEO_0002242>	"cline"		
<https://mdatahub.org/data/meo/MEO_0002243>	"siltstone"		
<https://mdatahub.org/data/meo/MEO_0002244>	"claystone"		
<https://mdatahub.org/data/meo/MEO_0002245>	"mudstone"		
<https://mdatahub.org/data/meo/MEO_0002246>	"dimictic lake"		
<https://mdatahub.org/data/meo/MEO_0002247>	"polymictic lake"		
<https://mdatahub.org/data/meo/MEO_0002248>	"monomictic lake"		
<https://mdatahub.org/data/meo/MEO_0002249>	"atmospheric Taylor column"		
<https://mdatahub.org/data/meo/MEO_0002250>	"cell culture"		
<https://mdatahub.org/data/meo/MEO_0002251>	"plant tissue culture"		
<https://mdatahub.org/data/meo/MEO_0002252>	"organ culture"		
<https://mdatahub.org/data/meo/MEO_0002253>	"camel milk"		
<https://mdatahub.org/data/meo/MEO_0002254>	"donkey milk"		
<https://mdatahub.org/data/meo/MEO_0002255>	"horse milk"		
<https://mdatahub.org/data/meo/MEO_0002256>	"reindeer milk"		
<https://mdatahub.org/data/meo/MEO_0002257>	"zebra milk"		
<https://mdatahub.org/data/meo/MEO_0002258>	"siliceous ooze"		
<https://mdatahub.org/data/meo/MEO_0002259>	"red clay"		
<https://mdatahub.org/data/meo/MEO_0002260>	"calcareous ooze"		
<https://mdatahub.org/data/meo/MEO_0002261>	"bone meal"		
<https://mdatahub.org/data/meo/MEO_0002262>	"egg product"		
<https://mdatahub.org/data/meo/MEO_0002263>	"cake icing"		
<https://mdatahub.org/data/meo/MEO_0002264>	"duck meat product"		
<https://mdatahub.org/data/meo/MEO_0002265>	"goose meat product"		
<https://mdatahub.org/data/meo/MEO_0002266>	"turkey meat product"		
<https://mdatahub.org/data/meo/MEO_0002267>	"clam product"		
<https://mdatahub.org/data/meo/MEO_0002268>	"oyster product"		
<https://mdatahub.org/data/meo/MEO_0002269>	"speleothem"		
<https://mdatahub.org/data/meo/MEO_0002270>	"grain of sand"		"a grain of sand or a peace of sand"
<https://mdatahub.org/data/meo/MEO_0002271>	"piece of gravel"		
<https://mdatahub.org/data/meo/MEO_0002272>	"particle of silt"		
<https://mdatahub.org/data/meo/MEO_0002273>	"national wildlife refuge"		
<https://mdatahub.org/data/meo/MEO_0002274>	"ramsar site"		
<https://mdatahub.org/data/meo/MEO_0002275>	"bed"		
<https://mdatahub.org/data/meo/MEO_0002276>	"stony meteorite"		
<https://mdatahub.org/data/meo/MEO_0002277>	"stony-iron meteorite"		
<https://mdatahub.org/data/meo/MEO_0002278>	"iron meteorite"		
<https://mdatahub.org/data/meo/MEO_0002279>	"petroleum contaminated sediment"		
<https://mdatahub.org/data/meo/MEO_0002280>	"pebble"		
<https://mdatahub.org/data/meo/MEO_0002281>	"cobble"		
<https://mdatahub.org/data/meo/MEO_0002282>	"powdered formula milk"		
<https://mdatahub.org/data/meo/MEO_0002283>	"geothermal power plant"		
<https://mdatahub.org/data/meo/MEO_0002284>	"commercial yogurt"		
<https://mdatahub.org/data/meo/MEO_0002285>	"chemocline"		
<https://mdatahub.org/data/meo/MEO_0002286>	"nuclear power plant"		
<https://mdatahub.org/data/meo/MEO_0002287>	"Camembert"		
<https://mdatahub.org/data/meo/MEO_0002288>	"Cheddar cheese"		
<https://mdatahub.org/data/meo/MEO_0002289>	"Brie"		
<https://mdatahub.org/data/meo/MEO_0002290>	"Gouda"		
<https://mdatahub.org/data/meo/MEO_0002291>	"Swiss cheese"		
<https://mdatahub.org/data/meo/MEO_0002292>	"Emmenthal"		
<https://mdatahub.org/data/meo/MEO_0002293>	"Harzer"		
<https://mdatahub.org/data/meo/MEO_0002294>	"Pont l'Eveque"		
<https://mdatahub.org/data/meo/MEO_0002295>	"Vacherin Mont d'Or"		
<https://mdatahub.org/data/meo/MEO_0002298>	"manufactured product"		
<https://mdatahub.org/data/meo/MEO_0002299>	"pork chop"		
<https://mdatahub.org/data/meo/MEO_0002301>	"poultry deep litter"		
<https://mdatahub.org/data/meo/MEO_0002302>	"salt pork"		
<https://mdatahub.org/data/meo/MEO_0002303>	"tobacco warehouse"		
<https://mdatahub.org/data/meo/MEO_0002304>	"Bondon cheese"		
<https://mdatahub.org/data/meo/MEO_0002305>	"kefir"		
<https://mdatahub.org/data/meo/MEO_0002306>	"vegetable oil"		
<https://mdatahub.org/data/meo/MEO_0002307>	"cereal food product"		
<https://mdatahub.org/data/meo/MEO_0002308>	"avian egg product"		
<https://mdatahub.org/data/meo/MEO_0002310>	"Limburger"		
<https://mdatahub.org/data/meo/MEO_0002311>	"goat's milk cheese"		
<https://mdatahub.org/data/meo/MEO_0002312>	"sheep's milk cheese"		
<https://mdatahub.org/data/meo/MEO_0002313>	"soya food product"		
<https://mdatahub.org/data/meo/MEO_0002314>	"fruit juice beverage"		
<https://mdatahub.org/data/meo/MEO_0002317>	"confectionery product"		
<https://mdatahub.org/data/meo/MEO_0002318>	"cucurbit fruit product"		
<https://mdatahub.org/data/meo/MEO_0002319>	"citrus fruit product"		
<https://mdatahub.org/data/meo/MEO_0002320>	"pomaceous fruit product"		
<https://mdatahub.org/data/meo/MEO_0002321>	"solanaceous fruit product"		
<https://mdatahub.org/data/meo/MEO_0002322>	"grape fruit product"		
<https://mdatahub.org/data/meo/MEO_0002323>	"cruciferous inflorescence food product"		
<https://mdatahub.org/data/meo/MEO_0002324>	"nut food product"		
<https://mdatahub.org/data/meo/MEO_0002325>	"insect food product"		
<https://mdatahub.org/data/meo/MEO_0002327>	"pulses"		
<https://mdatahub.org/data/meo/MEO_0002328>	"pasta"		
<https://mdatahub.org/data/meo/MEO_0002330>	"smoked meat"		
<https://mdatahub.org/data/meo/MEO_0002331>	"food preserve method"		
<https://mdatahub.org/data/meo/MEO_0002332>	"mustard"		
<https://mdatahub.org/data/meo/MEO_0002334>	"fish egg product"		
<https://mdatahub.org/data/meo/MEO_0002335>	"fermented plant derived beverage"		
<https://mdatahub.org/data/meo/MEO_0002337>	"cave floor"		
<https://mdatahub.org/data/meo/MEO_0002338>	"drop stone"		
<https://mdatahub.org/data/meo/MEO_0002339>	"seal fall"		
<https://mdatahub.org/data/meo/MEO_0002340>	"boulder"		
<https://mdatahub.org/data/meo/MEO_0002341>	"pycnocline"		
<https://mdatahub.org/data/meo/MEO_0002342>	"nutricline"		
<https://mdatahub.org/data/meo/MEO_0002343>	"lysocline"		
<https://mdatahub.org/data/meo/MEO_0002344>	"cold monomictic lake"		
<https://mdatahub.org/data/meo/MEO_0002345>	"warm monomictic lake"		
<https://mdatahub.org/data/meo/MEO_0002346>	"cold polymictic lake"		
<https://mdatahub.org/data/meo/MEO_0002347>	"warm polymictic lake"		
<https://mdatahub.org/data/meo/MEO_0002351>	"chocolate"		
<https://mdatahub.org/data/meo/MEO_0002352>	"custard"		
<https://mdatahub.org/data/meo/MEO_0002353>	"salad dressing"		
<https://mdatahub.org/data/meo/MEO_0002354>	"unpasteruized cow milk cheese"		
<https://mdatahub.org/data/meo/MEO_0002355>	"unpasteurized camel milk"		
<https://mdatahub.org/data/meo/MEO_0002356>	"stalagmite"		
<https://mdatahub.org/data/meo/MEO_0002357>	"stalactite"		
<https://mdatahub.org/data/meo/MEO_0002358>	"grain of desert sand"		
<https://mdatahub.org/data/meo/MEO_0002359>	"grain of beach sand"		
<https://mdatahub.org/data/meo/MEO_0002360>	"grain of acid dune sand"		
<https://mdatahub.org/data/meo/MEO_0002361>	"grain of sea sand"		
<https://mdatahub.org/data/meo/MEO_0002362>	"grain of rocky sand"		
<https://mdatahub.org/data/meo/MEO_0002363>	"stream bed"		
<https://mdatahub.org/data/meo/MEO_0002364>	"pond bed"		
<https://mdatahub.org/data/meo/MEO_0002365>	"reservoir bed"		
<https://mdatahub.org/data/meo/MEO_0002366>	"chondrite"		
<https://mdatahub.org/data/meo/MEO_0002367>	"achondrite"		
<https://mdatahub.org/data/meo/MEO_0002368>	"oil tank"		
<https://mdatahub.org/data/meo/MEO_0002369>	"cabbage product"		
<https://mdatahub.org/data/meo/MEO_0002370>	"air conditioning unit"		
<https://mdatahub.org/data/meo/MEO_0002371>	"New Zealand Cheddar"		
<https://mdatahub.org/data/meo/MEO_0002372>	"fermented millet food product"		
<https://mdatahub.org/data/meo/MEO_0002373>	"canned product"		
<https://mdatahub.org/data/meo/MEO_0002375>	"paper product"		
<https://mdatahub.org/data/meo/MEO_0002376>	"air filter"		
<https://mdatahub.org/data/meo/MEO_0002377>	"linseed oil"		
<https://mdatahub.org/data/meo/MEO_0002378>	"medical instrument"		
<https://mdatahub.org/data/meo/MEO_0002379>	"vivarium"		"a place, such as a laboratory, where live animals or plants are kept under conditions simulating their natural environment, as for research."
<https://mdatahub.org/data/meo/MEO_0002380>	"fermented Elaeis Palm beverage"		
<https://mdatahub.org/data/meo/MEO_0002381>	"fermented sugar cane beverage"		
<https://mdatahub.org/data/meo/MEO_0002382>	"fermented cereal beverage"		
<https://mdatahub.org/data/meo/MEO_0002383>	"fermented agave beverage"		
<https://mdatahub.org/data/meo/MEO_0002384>	"distilled fermented beverage"		
<https://mdatahub.org/data/meo/MEO_0002385>	"tea-based beverage"		
<https://mdatahub.org/data/meo/MEO_0002386>	"coffee-based beverage"		
<https://mdatahub.org/data/meo/MEO_0002387>	"wheat product"		
<https://mdatahub.org/data/meo/MEO_0002388>	"maize product"		
<https://mdatahub.org/data/meo/MEO_0002389>	"potato product"		
<https://mdatahub.org/data/meo/MEO_0002390>	"melon fruit product"		
<https://mdatahub.org/data/meo/MEO_0002391>	"citrus fruit beverage"		
<https://mdatahub.org/data/meo/MEO_0002392>	"pomaceous fruit beverage"		
<https://mdatahub.org/data/meo/MEO_0002393>	"pomaceous fruit extract"		
<https://mdatahub.org/data/meo/MEO_0002394>	"citrus fruit extract"		
<https://mdatahub.org/data/meo/MEO_0002395>	"grape extract"		
<https://mdatahub.org/data/meo/MEO_0002396>	"tomato product"		
<https://mdatahub.org/data/meo/MEO_0002397>	"bread"		
<https://mdatahub.org/data/meo/MEO_0002398>	"rice product"		
<https://mdatahub.org/data/meo/MEO_0002399>	"buckewheat product"		
<https://mdatahub.org/data/meo/MEO_0002400>	"sorghum product"		
<https://mdatahub.org/data/meo/MEO_0002401>	"millet product"		
<https://mdatahub.org/data/meo/MEO_0002402>	"oats product"		
<https://mdatahub.org/data/meo/MEO_0002403>	"rye product"		
<https://mdatahub.org/data/meo/MEO_0002404>	"barley product"		
<https://mdatahub.org/data/meo/MEO_0002405>	"quinoa product"		
<https://mdatahub.org/data/meo/MEO_0002406>	"fonio product"		
<https://mdatahub.org/data/meo/MEO_0002407>	"dry peas product"		
<https://mdatahub.org/data/meo/MEO_0002408>	"lentil product"		
<https://mdatahub.org/data/meo/MEO_0002409>	"pigeon pea product"		
<https://mdatahub.org/data/meo/MEO_0002410>	"bambara groundnut product"		
<https://mdatahub.org/data/meo/MEO_0002411>	"dry broad beans product"		
<https://mdatahub.org/data/meo/MEO_0002412>	"chickpea product"		
<https://mdatahub.org/data/meo/MEO_0002413>	"cowpea product"		
<https://mdatahub.org/data/meo/MEO_0002414>	"dry beans product"		
<https://mdatahub.org/data/meo/MEO_0002415>	"winged bean product"		
<https://mdatahub.org/data/meo/MEO_0002416>	"vetch seed product"		
<https://mdatahub.org/data/meo/MEO_0002417>	"yam bean product"		
<https://mdatahub.org/data/meo/MEO_0002418>	"velvet bean product"		
<https://mdatahub.org/data/meo/MEO_0002419>	"lupin seed product"		
<https://mdatahub.org/data/meo/MEO_0002420>	"jack bean product"		
<https://mdatahub.org/data/meo/MEO_0002421>	"hyacinth bean product"		
<https://mdatahub.org/data/meo/MEO_0002422>	"pastry"		
<https://mdatahub.org/data/meo/MEO_0002423>	"candy"		
<https://mdatahub.org/data/meo/MEO_0002424>	"bee food product"		
<https://mdatahub.org/data/meo/MEO_0002425>	"jam"		
<https://mdatahub.org/data/meo/MEO_0002426>	"creamy salad dressing"		
<https://mdatahub.org/data/meo/MEO_0002427>	"vinaigrette"		
<https://mdatahub.org/data/meo/MEO_0002428>	"nut oil"		
<https://mdatahub.org/data/meo/MEO_0002429>	"hot chocolate"		
<https://mdatahub.org/data/meo/MEO_0002430>	"mate"		
<https://mdatahub.org/data/meo/MEO_0002431>	"marine chemocline"		
<https://mdatahub.org/data/meo/MEO_0002432>	"marine pycnocline"		
<https://mdatahub.org/data/meo/MEO_0002433>	"marine nutricline"		
<https://mdatahub.org/data/meo/MEO_0002434>	"marine lysocline"		
<https://mdatahub.org/data/meo/MEO_0002435>	"textile"		
<https://mdatahub.org/data/meo/MEO_0002437>	"umbrella"		
<https://mdatahub.org/data/meo/MEO_0002438>	"hen's egg product"		
<https://mdatahub.org/data/meo/MEO_0002439>	"unpasteurized goat milk cheese"		
<https://mdatahub.org/data/meo/MEO_0002440>	"Pecorino cheese"		
<https://mdatahub.org/data/meo/MEO_0002441>	"unpasteurized sheep milk cheese"		
<https://mdatahub.org/data/meo/MEO_0002442>	"outcropped rock"		
<https://mdatahub.org/data/meo/MEO_0002443>	"current"		
<https://mdatahub.org/data/meo/MEO_0002445>	"terrarium"		
<https://mdatahub.org/data/meo/MEO_0002446>	"river bed"		
<https://mdatahub.org/data/meo/MEO_0002447>	"fermented agave juice"		
<https://mdatahub.org/data/meo/MEO_0002448>	"fermenting sugar cane juice"		
<https://mdatahub.org/data/meo/MEO_0002449>	"fermenting Elaeis Palm sap"		
<https://mdatahub.org/data/meo/MEO_0002450>	"wort"		
<https://mdatahub.org/data/meo/MEO_0002451>	"fermented rice beverage"		
<https://mdatahub.org/data/meo/MEO_0002452>	"millet beer"		
<https://mdatahub.org/data/meo/MEO_0002454>	"currency note"		
<https://mdatahub.org/data/meo/MEO_0002455>	"apple beverage"		
<https://mdatahub.org/data/meo/MEO_0002456>	"orange fruit beverage"		
<https://mdatahub.org/data/meo/MEO_0002457>	"distilled fermented grain beverage"		
<https://mdatahub.org/data/meo/MEO_0002458>	"Cucumis melo fruit"		
<https://mdatahub.org/data/meo/MEO_0002459>	"Citrullus lanatus fruit"		
<https://mdatahub.org/data/meo/MEO_0002460>	"mayonnaise"		
<https://mdatahub.org/data/meo/MEO_0002461>	"coffee"		
<https://mdatahub.org/data/meo/MEO_0002462>	"tea"		
<https://mdatahub.org/data/meo/MEO_0002463>	"hypodermic needle"		
<https://mdatahub.org/data/meo/MEO_0002464>	"bedclothing"		
<https://mdatahub.org/data/meo/MEO_0002465>	"cloth"		
<https://mdatahub.org/data/meo/MEO_0002466>	"cake"		
<https://mdatahub.org/data/meo/MEO_0002467>	"potato salad"		
<https://mdatahub.org/data/meo/MEO_0002468>	"letter"		
<https://mdatahub.org/data/meo/MEO_0002469>	"creosote"		
<https://mdatahub.org/data/meo/MEO_0002471>	"amasake"		
<https://mdatahub.org/data/meo/MEO_0002472>	"awamori"		
<https://mdatahub.org/data/meo/MEO_0002473>	"tape kefan"		
<https://mdatahub.org/data/meo/MEO_0002474>	"watermelon"		
<https://mdatahub.org/data/meo/MEO_0002475>	"cantaloupe"		
<https://mdatahub.org/data/meo/MEO_0002476>	"acifified beer wort"		
<https://mdatahub.org/data/meo/MEO_0002477>	"beaver pond"		
<https://mdatahub.org/data/meo/MEO_0002478>	"chott"		
<https://mdatahub.org/data/meo/MEO_0002479>	"confluence"		
<https://mdatahub.org/data/meo/MEO_0002480>	"human activity associated geosphere"		
<https://mdatahub.org/data/meo/MEO_0002481>	"mud flat"		
<https://mdatahub.org/data/meo/MEO_0002482>	"water body classification by temperature"		
<https://mdatahub.org/data/meo/MEO_0002483>	"distilled"		
<https://mdatahub.org/data/meo/MEO_0002484>	"water tap"		
<https://mdatahub.org/data/meo/MEO_0002485>	"melted"		
<https://mdatahub.org/data/meo/MEO_0002486>	"plume"		
<https://mdatahub.org/data/meo/MEO_0002487>	"seep"		"A seep is a moist or wet place where water, usually groundwater, reaches the earth's surface from an underground aquifer."
<https://mdatahub.org/data/meo/MEO_0002488>	"lake classification by layer construction"		
<https://mdatahub.org/data/meo/MEO_0002490>	"intermittent vally river"		
<https://mdatahub.org/data/meo/MEO_0002491>	"continental rise"		
<https://mdatahub.org/data/meo/MEO_0002492>	"oceanic trench"		
<https://mdatahub.org/data/meo/MEO_0002493>	"dry lake"		
<https://mdatahub.org/data/meo/MEO_0002494>	"quicksand"		
<https://mdatahub.org/data/meo/MEO_0002495>	"polder"		
<https://mdatahub.org/data/meo/MEO_0002496>	"peninsula"		"an area of land almost completely surrounded by water except for an isthmus connecting it with the mainland"
<https://mdatahub.org/data/meo/MEO_0002497>	"depression"		
<https://mdatahub.org/data/meo/MEO_0002498>	"impact crater"		
<https://mdatahub.org/data/meo/MEO_0002499>	"kettle"		
<https://mdatahub.org/data/meo/MEO_0002500>	"blowout"		
<https://mdatahub.org/data/meo/MEO_0002501>	"crevasse"		
<https://mdatahub.org/data/meo/MEO_0002502>	"polje"		
<https://mdatahub.org/data/meo/MEO_0002503>	"doline"		
<https://mdatahub.org/data/meo/MEO_0002504>	"alas"		
<https://mdatahub.org/data/meo/MEO_0002505>	"pseudocrater"		
<https://mdatahub.org/data/meo/MEO_0002506>	"trough"		
<https://mdatahub.org/data/meo/MEO_0002507>	"crater"		
<https://mdatahub.org/data/meo/MEO_0002508>	"ice cap depression"		
<https://mdatahub.org/data/meo/MEO_0002509>	"moatan"		
<https://mdatahub.org/data/meo/MEO_0002510>	"Xeric basin biome"		
<https://mdatahub.org/data/meo/MEO_0002512>	"structural basin"		
<https://mdatahub.org/data/meo/MEO_0002513>	"pingo scar"		
<https://mdatahub.org/data/meo/MEO_0002514>	"crevice"		
